ID,Job Code,DeptID,Descr,Degree Level,Hrly Rate,FTE,CREDIT_HRS_TOTAL,Fees,Matric,Weekly Rate,Biweekly Rate,Yearly Rate,Degree Level Coded,Min.Hrly.Rate.Diff.Fixed,Min.Yearly.Rate.Adjusted,Min.Hrly.Yearly.Rate.Diff,Zero.If.Below.Min.Yearly.Rate,Prop.Diff.To.Min.Yearly.Rate,Zero.If.LE.1.Percent.Prop
105406,9183,0-1230-000,School of Geosciences,Doctor of Philosophy,22.435897,0.5,9,615.67,3304.2,448.72,897.44,17500,Doctoral,14.3,11155,6345,1,56.90%,1
105706,9183,0-1230-000,School of Geosciences,Doctor of Philosophy,22.435897,0.5,10,925.5,7913.2,448.72,897.44,17500,Doctoral,14.3,11155,6345,1,56.90%,1
110273,9550,0-1230-000,School of Geosciences,Doctor of Philosophy,22.435897,0.5,12,,,448.72,897.44,17500,Doctoral,14.3,11155,6345,1,56.90%,1
112056,9550,0-1230-000,School of Geosciences,Doctor of Philosophy,22.435897,0.5,9,,,448.72,897.44,17500,Doctoral,14.3,11155,6345,1,56.90%,1
112272,9550,0-1230-000,School of Geosciences,Doctor of Philosophy,22.435897,0.5,9,,,448.72,897.44,17500,Doctoral,14.3,11155,6345,1,56.90%,1
112275,9550,0-1230-000,School of Geosciences,Doctor of Philosophy,22.435897,0.5,9,,,448.72,897.44,17500,Doctoral,14.3,11155,6345,1,56.90%,1
112285,9550,0-1230-000,School of Geosciences,Doctor of Philosophy,22.435897,0.5,9,,,448.72,897.44,17500,Doctoral,14.3,11155,6345,1,56.90%,1
112935,9550,0-1230-000,School of Geosciences,Doctor of Philosophy,22.435897,0.5,9,,,448.72,897.44,17500,Doctoral,14.3,11155,6345,1,56.90%,1
112981,9550,0-1230-000,School of Geosciences,Doctor of Philosophy,22.435897,0.5,9,,,448.72,897.44,17500,Doctoral,14.3,11155,6345,1,56.90%,1
49898,9183,0-1230-000,School of Geosciences,Doctor of Philosophy,22.435995,0.5,9,618.67,3301.2,448.72,897.44,17500.08,Doctoral,14.3,11155,6345.08,1,56.90%,1
95639,9184,0-1230-000,School of Geosciences,Doctor of Philosophy,22.435995,0.5,12,,,448.72,897.44,17500.08,Doctoral,14.3,11155,6345.08,1,56.90%,1
71485,9181,0-1230-000,School of Geosciences,Doctor of Philosophy,22.436225,0.5,9,718.67,3301.2,448.72,897.45,17500.26,Doctoral,14.3,11155,6345.26,1,56.90%,1
112416,9550,0-1210-000,"Cell, Molecular and Micro Biol",Doctor of Philosophy,22.587423,0.5,9,,,451.75,903.5,17618.19,Doctoral,14.3,11155,6463.19,1,57.90%,1
106195,9182,0-2106-000,Electrical Engr,Doctor of Philosophy,22.63,0.5,9,824.32,7121.88,452.6,905.2,17651.4,Doctoral,14.3,11155,6496.4,1,58.20%,1
111523,9182,0-1249-000,Mathematics & Statistics,Doctor of Philosophy,22.692308,0.5,9,,,453.85,907.69,17700,Doctoral,14.3,11155,6545,1,58.70%,1
26205,9182,0-2104-000,Civil & Environmental Eng,Doctor of Philosophy,22.749005,0.5,9,1648.64,14243.76,454.98,909.96,17744.22,Doctoral,14.3,11155,6589.22,1,59.10%,1
112995,9182,0-2500-000,College of Marine Science,Doctor of Philosophy,22.81705,0.5,9,,,456.34,912.68,17797.3,Doctoral,14.3,11155,6642.3,1,59.50%,1
113236,9550,0-1249-000,Mathematics & Statistics,Doctor of Philosophy,22.848718,0.5,9,,,456.97,913.95,17822,Doctoral,14.3,11155,6667,1,59.80%,1
99108,9185,0-6108-000,Col Of Med-Rsch & Grad Af,Doctor of Philosophy,22.9885,0.5,15,,,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
103820,9185,0-6108-000,Col Of Med-Rsch & Grad Af,Doctor of Philosophy,22.9885,0.5,12,,,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
104345,9185,0-6108-000,Col Of Med-Rsch & Grad Af,Doctor of Philosophy,22.9885,0.5,12,,,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
108582,9185,0-6108-000,Col Of Med-Rsch & Grad Af,Doctor of Philosophy,22.9885,0.5,12,,,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
108585,9185,0-6108-000,Col Of Med-Rsch & Grad Af,Doctor of Philosophy,22.9885,0.5,12,,,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
108593,9185,0-6108-000,Col Of Med-Rsch & Grad Af,Doctor of Philosophy,22.9885,0.5,12,,,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
109668,9185,0-6108-000,Col Of Med-Rsch & Grad Af,Doctor of Philosophy,22.9885,0.5,12,,,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
112663,9185,0-6108-000,Col Of Med-Rsch & Grad Af,Doctor of Philosophy,22.9885,0.5,12,,,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
112677,9185,0-6108-000,Col Of Med-Rsch & Grad Af,Doctor of Philosophy,22.9885,0.5,12,,,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
112680,9185,0-6108-000,Col Of Med-Rsch & Grad Af,Doctor of Philosophy,22.9885,0.5,12,,,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
112730,9185,0-6108-000,Col Of Med-Rsch & Grad Af,Doctor of Philosophy,22.9885,0.5,12,,,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
62735,9182,0-6144-000,Molecular Medicine,Doctor of Philosophy,22.988506,0.5,12,900.56,4413.6,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
68301,9182,0-6144-000,Molecular Medicine,Doctor of Philosophy,22.988506,0.5,5,355.15,1839,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
71890,9182,0-6143-000,Molecular Pharmacology & Physi,Doctor of Philosophy,22.988506,0.5,5,561.25,3961.6,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
72909,9182,0-6143-000,Molecular Pharmacology & Physi,Doctor of Philosophy,22.988506,0.5,12,800.56,4413.6,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
77233,9182,0-6143-000,Molecular Pharmacology & Physi,Doctor of Philosophy,22.988506,0.5,12,1155.2,9507.84,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
77500,9182,0-6144-000,Molecular Medicine,Doctor of Philosophy,22.988506,0.5,12,800.56,4413.6,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
78452,9182,0-6145-000,Pathology and Cell Biology,Doctor of Philosophy,22.988506,0.5,12,1055.2,9507.84,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
78661,9182,0-6144-000,Molecular Medicine,Doctor of Philosophy,22.988506,0.5,12,1055.2,9507.84,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
78671,9182,0-6144-000,Molecular Medicine,Doctor of Philosophy,22.988506,0.5,12,800.56,4413.6,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
81207,9182,0-6143-000,Molecular Pharmacology & Physi,Doctor of Philosophy,22.988506,0.5,12,1055.2,9507.84,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
81276,9182,0-6143-000,Molecular Pharmacology & Physi,Doctor of Philosophy,22.988506,0.5,12,800.56,4413.6,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
81499,9182,0-6144-000,Molecular Medicine,Doctor of Philosophy,22.988506,0.5,12,800.56,4413.6,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
82096,9182,0-6144-000,Molecular Medicine,Doctor of Philosophy,22.988506,0.5,2,264.26,735.6,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
82555,9182,0-6143-000,Molecular Pharmacology & Physi,Doctor of Philosophy,22.988506,0.5,5,355.15,1839,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
85525,9182,0-6144-000,Molecular Medicine,Doctor of Philosophy,22.988506,0.5,5,355.15,1839,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
85550,9182,0-6143-000,Molecular Pharmacology & Physi,Doctor of Philosophy,22.988506,0.5,12,1055.2,9507.84,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
85553,9182,0-6144-000,Molecular Medicine,Doctor of Philosophy,22.988506,0.5,5,291.55,2376.96,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
86564,9182,0-6143-000,Molecular Pharmacology & Physi,Doctor of Philosophy,22.988506,0.5,12,803.56,4410.6,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
86636,9182,0-6143-000,Molecular Pharmacology & Physi,Doctor of Philosophy,22.988506,0.5,12,800.56,4413.6,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
87879,9182,0-6144-000,Molecular Medicine,Doctor of Philosophy,22.988506,0.5,12,800.56,4413.6,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
89902,9182,0-6143-000,Molecular Pharmacology & Physi,Doctor of Philosophy,22.988506,0.5,12,1055.2,9507.84,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
89903,9182,0-6143-000,Molecular Pharmacology & Physi,Doctor of Philosophy,22.988506,0.5,12,800.56,4413.6,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
89906,9182,0-6144-000,Molecular Medicine,Doctor of Philosophy,22.988506,0.5,12,800.56,4413.6,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
90324,9182,0-6143-000,Molecular Pharmacology & Physi,Doctor of Philosophy,22.988506,0.5,8,546.04,2942.4,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
92706,9182,0-6144-000,Molecular Medicine,Doctor of Philosophy,22.988506,0.5,12,1055.2,9507.84,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
92856,9182,0-6144-000,Molecular Medicine,Doctor of Philosophy,22.988506,0.5,12,800.56,4413.6,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
92857,9182,0-6145-000,Pathology and Cell Biology,Doctor of Philosophy,22.988506,0.5,12,1055.2,9507.84,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
92971,9182,0-6144-000,Molecular Medicine,Doctor of Philosophy,22.988506,0.5,12,1055.2,9507.84,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
93243,9182,0-6145-000,Pathology and Cell Biology,Doctor of Philosophy,22.988506,0.5,12,1055.2,9507.84,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
94848,9182,0-6143-000,Molecular Pharmacology & Physi,Doctor of Philosophy,22.988506,0.5,9,,,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
95111,9182,0-6144-000,Molecular Medicine,Doctor of Philosophy,22.988506,0.5,12,1055.2,9507.84,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
96787,9182,0-6144-000,Molecular Medicine,Doctor of Philosophy,22.988506,0.5,12,1055.2,9507.84,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
96792,9182,0-6145-000,Pathology and Cell Biology,Doctor of Philosophy,22.988506,0.5,12,1055.2,9507.84,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
99759,9182,0-6145-000,Pathology and Cell Biology,Doctor of Philosophy,22.988506,0.5,12,1055.2,9507.84,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
99760,9182,0-6144-000,Molecular Medicine,Doctor of Philosophy,22.988506,0.5,12,1055.2,9507.84,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
99761,9182,0-6144-000,Molecular Medicine,Doctor of Philosophy,22.988506,0.5,12,800.56,4413.6,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
99782,9182,0-6144-000,Molecular Medicine,Doctor of Philosophy,22.988506,0.5,12,,,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
99783,9182,0-6144-000,Molecular Medicine,Doctor of Philosophy,22.988506,0.5,12,800.56,4413.6,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
99784,9182,0-6143-000,Molecular Pharmacology & Physi,Doctor of Philosophy,22.988506,0.5,12,1155.2,9507.84,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
99904,9182,0-6143-000,Molecular Pharmacology & Physi,Doctor of Philosophy,22.988506,0.5,12,1055.2,9507.84,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
101857,9182,0-6143-000,Molecular Pharmacology & Physi,Doctor of Philosophy,22.988506,0.5,12,800.56,4413.6,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
101989,9182,0-6144-000,Molecular Medicine,Doctor of Philosophy,22.988506,0.5,12,1055.2,9507.84,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
101990,9182,0-6143-000,Molecular Pharmacology & Physi,Doctor of Philosophy,22.988506,0.5,12,1055.2,9507.84,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
103287,9182,0-6144-000,Molecular Medicine,Doctor of Philosophy,22.988506,0.5,8,546.04,2942.4,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
103395,9182,0-6144-000,Molecular Medicine,Doctor of Philosophy,22.988506,0.5,12,800.56,4413.6,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
103429,9182,0-6143-000,Molecular Pharmacology & Physi,Doctor of Philosophy,22.988506,0.5,12,1055.2,9507.84,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
104560,9182,0-6143-000,Molecular Pharmacology & Physi,Doctor of Philosophy,22.988506,0.5,12,,,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
105586,9182,0-6144-000,Molecular Medicine,Doctor of Philosophy,22.988506,0.5,12,800.56,4413.6,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
105885,9182,0-6143-000,Molecular Pharmacology & Physi,Doctor of Philosophy,22.988506,0.5,12,1055.2,9507.84,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
105886,9182,0-6143-000,Molecular Pharmacology & Physi,Doctor of Philosophy,22.988506,0.5,12,800.56,4413.6,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
105889,9182,0-6144-000,Molecular Medicine,Doctor of Philosophy,22.988506,0.5,12,800.56,4413.6,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
112226,9182,0-6143-000,Molecular Pharmacology & Physi,Doctor of Philosophy,22.988506,0.5,12,,,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
112227,9182,0-6143-000,Molecular Pharmacology & Physi,Doctor of Philosophy,22.988506,0.5,12,,,459.77,919.54,17931.03,Doctoral,14.3,11155,6776.03,1,60.70%,1
106006,9182,0-6108-000,Col Of Med-Rsch & Grad Af,Doctor of Philosophy,22.98852,0.5,7,517.41,2574.6,459.77,919.54,17931.05,Doctoral,14.3,11155,6776.05,1,60.70%,1
86843,9181,0-1777-000,David C Anchin Center,Doctor of Philosophy,23,0.5,10,1966.6,7336,460,920,17940,Doctoral,14.3,11155,6785,1,60.80%,1
115759,9181,0-1777-000,David C Anchin Center,Doctor of Philosophy,23,0.5,10,,,460,920,17940,Doctoral,14.3,11155,6785,1,60.80%,1
93568,9184,0-1249-000,Mathematics & Statistics,Doctor of Philosophy,23.011538,0.5,9,806.65,7124.88,460.23,920.46,17949,Doctoral,14.3,11155,6794,1,60.90%,1
113277,9550,0-1249-000,Mathematics & Statistics,Doctor of Philosophy,23.375,0.5,9,,,467.5,935,18232.5,Doctoral,14.3,11155,7077.5,1,63.40%,1
85800,9182,0-2108-000,Computer Science & Engineering,Doctor of Philosophy,23.40199,0.5,9,824.32,7121.88,468.04,936.08,18253.55,Doctoral,14.3,11155,7098.55,1,63.60%,1
93617,9182,0-2108-000,Computer Science & Engineering,Doctor of Philosophy,23.40199,0.5,9,824.32,7121.88,468.04,936.08,18253.55,Doctoral,14.3,11155,7098.55,1,63.60%,1
104502,9550,0-1251-000,Philosophy,Doctor of Philosophy,23.4775,0.5,9,618.67,3301.2,469.55,939.1,18312.45,Doctoral,14.3,11155,7157.45,1,64.20%,1
88297,9181,0-1230-000,School of Geosciences,Doctor of Philosophy,23.589744,0.5,9,809.65,7121.88,471.79,943.59,18400,Doctoral,14.3,11155,7245,1,64.90%,1
98967,9183,0-1229-000,School of Aging Studies,Doctor of Philosophy,23.909133,0.5,9,618.67,3301.2,478.18,956.37,18649.12,Doctoral,14.3,11155,7494.12,1,67.20%,1
112791,9182,0-1210-000,"Cell, Molecular and Micro Biol",Doctor of Philosophy,23.94625,0.5,9,,,478.93,957.85,18678.08,Doctoral,14.3,11155,7523.08,1,67.40%,1
105508,9182,0-1210-000,"Cell, Molecular and Micro Biol",Doctor of Philosophy,23.94636,0.5,9,809.65,7121.88,478.93,957.85,18678.16,Doctoral,14.3,11155,7523.16,1,67.40%,1
112232,9182,0-1210-000,"Cell, Molecular and Micro Biol",Doctor of Philosophy,23.94636,0.5,9,,,478.93,957.85,18678.16,Doctoral,14.3,11155,7523.16,1,67.40%,1
112447,9182,0-1210-000,"Cell, Molecular and Micro Biol",Doctor of Philosophy,23.94636,0.5,9,,,478.93,957.85,18678.16,Doctoral,14.3,11155,7523.16,1,67.40%,1
112849,9182,0-1210-000,"Cell, Molecular and Micro Biol",Doctor of Philosophy,23.94636,0.5,9,,,478.93,957.85,18678.16,Doctoral,14.3,11155,7523.16,1,67.40%,1
112864,9182,0-1210-000,"Cell, Molecular and Micro Biol",Doctor of Philosophy,23.94636,0.5,9,,,478.93,957.85,18678.16,Doctoral,14.3,11155,7523.16,1,67.40%,1
101548,9181,0-1230-000,School of Geosciences,Doctor of Philosophy,23.974359,0.5,9,618.67,3301.2,479.49,958.97,18700,Doctoral,14.3,11155,7545,1,67.60%,1
99513,9182,0-2108-000,Computer Science & Engineering,Doctor of Philosophy,24.181505,0.5,9,824.32,7121.88,483.63,967.26,18861.57,Doctoral,14.3,11155,7706.57,1,69.10%,1
70201,9181,0-1230-000,School of Geosciences,Doctor of Philosophy,24.234694,0.5,9,1237.34,6602.4,484.69,969.39,18903.06,Doctoral,14.3,11155,7748.06,1,69.50%,1
78561,9181,0-1230-000,School of Geosciences,Doctor of Philosophy,24.578744,0.5,9,809.65,7121.88,491.57,983.15,19171.42,Doctoral,14.3,11155,8016.42,1,71.90%,1
67696,9181,0-1210-000,"Cell, Molecular and Micro Biol",Doctor of Philosophy,24.904215,0.5,9,618.67,3301.2,498.08,996.17,19425.29,Doctoral,14.3,11155,8270.29,1,74.10%,1
78215,9181,0-1210-000,"Cell, Molecular and Micro Biol",Doctor of Philosophy,24.904215,0.5,9,618.67,3301.2,498.08,996.17,19425.29,Doctoral,14.3,11155,8270.29,1,74.10%,1
84872,9181,0-1210-000,"Cell, Molecular and Micro Biol",Doctor of Philosophy,24.904215,0.5,9,809.65,7121.88,498.08,996.17,19425.29,Doctoral,14.3,11155,8270.29,1,74.10%,1
85002,9181,0-1210-000,"Cell, Molecular and Micro Biol",Doctor of Philosophy,24.904215,0.5,9,618.67,3301.2,498.08,996.17,19425.29,Doctoral,14.3,11155,8270.29,1,74.10%,1
85064,9181,0-1210-000,"Cell, Molecular and Micro Biol",Doctor of Philosophy,24.904215,0.5,9,618.67,3301.2,498.08,996.17,19425.29,Doctoral,14.3,11155,8270.29,1,74.10%,1
85523,9181,0-1210-000,"Cell, Molecular and Micro Biol",Doctor of Philosophy,24.904215,0.5,9,809.65,7121.88,498.08,996.17,19425.29,Doctoral,14.3,11155,8270.29,1,74.10%,1
85622,9181,0-1210-000,"Cell, Molecular and Micro Biol",Doctor of Philosophy,24.904215,0.5,9,806.65,7124.88,498.08,996.17,19425.29,Doctoral,14.3,11155,8270.29,1,74.10%,1
92699,9181,0-1210-000,"Cell, Molecular and Micro Biol",Doctor of Philosophy,24.904215,0.5,9,809.65,7121.88,498.08,996.17,19425.29,Doctoral,14.3,11155,8270.29,1,74.10%,1
93052,9181,0-1210-000,"Cell, Molecular and Micro Biol",Doctor of Philosophy,24.904215,0.5,9,809.65,7121.88,498.08,996.17,19425.29,Doctoral,14.3,11155,8270.29,1,74.10%,1
99578,9181,0-1210-000,"Cell, Molecular and Micro Biol",Doctor of Philosophy,24.904215,0.5,9,806.65,7124.88,498.08,996.17,19425.29,Doctoral,14.3,11155,8270.29,1,74.10%,1
99672,9181,0-1210-000,"Cell, Molecular and Micro Biol",Doctor of Philosophy,24.904215,0.5,9,809.65,7121.88,498.08,996.17,19425.29,Doctoral,14.3,11155,8270.29,1,74.10%,1
99764,9181,0-1210-000,"Cell, Molecular and Micro Biol",Doctor of Philosophy,24.904215,0.5,9,809.65,7121.88,498.08,996.17,19425.29,Doctoral,14.3,11155,8270.29,1,74.10%,1
101533,9182,0-1210-000,"Cell, Molecular and Micro Biol",Doctor of Philosophy,24.904215,0.5,9,618.67,3301.2,498.08,996.17,19425.29,Doctoral,14.3,11155,8270.29,1,74.10%,1
105337,9182,0-1210-000,"Cell, Molecular and Micro Biol",Doctor of Philosophy,24.904215,0.5,9,809.65,7121.88,498.08,996.17,19425.29,Doctoral,14.3,11155,8270.29,1,74.10%,1
105383,9182,0-1210-000,"Cell, Molecular and Micro Biol",Doctor of Philosophy,24.904215,0.5,9,618.67,3301.2,498.08,996.17,19425.29,Doctoral,14.3,11155,8270.29,1,74.10%,1
105466,9182,0-1210-000,"Cell, Molecular and Micro Biol",Doctor of Philosophy,24.904215,0.5,9,809.65,7121.88,498.08,996.17,19425.29,Doctoral,14.3,11155,8270.29,1,74.10%,1
105818,9182,0-1210-000,"Cell, Molecular and Micro Biol",Doctor of Philosophy,24.904215,0.5,9,809.65,7121.88,498.08,996.17,19425.29,Doctoral,14.3,11155,8270.29,1,74.10%,1
105846,9182,0-1210-000,"Cell, Molecular and Micro Biol",Doctor of Philosophy,24.904215,0.5,9,809.65,7121.88,498.08,996.17,19425.29,Doctoral,14.3,11155,8270.29,1,74.10%,1
106228,9182,0-1210-000,"Cell, Molecular and Micro Biol",Doctor of Philosophy,24.904215,0.5,9,806.65,7124.88,498.08,996.17,19425.29,Doctoral,14.3,11155,8270.29,1,74.10%,1
106630,9182,0-2106-000,Electrical Engr,Doctor of Philosophy,24.90926,0.5,9,1648.64,14243.76,498.19,996.37,19429.22,Doctoral,14.3,11155,8274.22,1,74.20%,1
105665,9183,0-1219-000,Communication Sciences & Disor,Doctor of Philosophy,25.38,0.5,9,809.65,7121.88,507.6,1015.2,19796.4,Doctoral,14.3,11155,8641.4,1,77.50%,1
71906,9181,0-1210-000,"Cell, Molecular and Micro Biol",Doctor of Philosophy,25.574713,0.5,9,618.67,3301.2,511.49,1022.99,19948.28,Doctoral,14.3,11155,8793.28,1,78.80%,1
112149,9182,0-1211-000,Integrative Biology,Doctor of Philosophy,26,0.5,9,,,520,1040,20280,Doctoral,14.3,11155,9125,1,81.80%,1
78655,9182,0-6144-000,Molecular Medicine,Doctor of Philosophy,26.293103,0.5,6,428.78,2206.8,525.86,1051.72,20508.62,Doctoral,14.3,11155,9353.62,1,83.90%,1
68413,9182,0-6143-000,Molecular Pharmacology & Physi,Doctor of Philosophy,26.340996,0.5,12,800.56,4413.6,526.82,1053.64,20545.98,Doctoral,14.3,11155,9390.98,1,84.20%,1
95333,9183,0-2108-000,Computer Science & Engineering,Doctor of Philosophy,26.57,0.5,9,1083.34,3301.2,531.4,1062.8,20724.6,Doctoral,14.3,11155,9569.6,1,85.80%,1
112283,9182,0-1230-000,School of Geosciences,Doctor of Philosophy,26.875,0.5,10,,,537.5,1075,20962.5,Doctoral,14.3,11155,9807.5,1,87.90%,1
87004,9184,0-1211-000,Integrative Biology,Doctor of Philosophy,27.714005,0.5,9,618.67,3301.2,554.28,1108.56,21616.92,Doctoral,14.3,11155,10461.92,1,93.80%,1
49290,9182,0-2106-000,Electrical Engr,Doctor of Philosophy,29.512755,0.5,9,633.34,3301.2,590.26,1180.51,23019.95,Doctoral,14.3,11155,11864.95,1,106.40%,1
93232,9182,0-2106-000,Electrical Engr,Doctor of Philosophy,29.711504,0.5,9,924.32,7121.88,594.23,1188.46,23174.97,Doctoral,14.3,11155,12019.97,1,107.80%,1
77969,9184,0-1235-000,History,Doctor of Philosophy,30.769231,0.5,9,,,615.38,1230.77,24000,Doctoral,14.3,11155,12845,1,115.20%,1
84857,9184,0-1235-000,History,Doctor of Philosophy,30.769231,0.5,9,618.67,3301.2,615.38,1230.77,24000,Doctoral,14.3,11155,12845,1,115.20%,1
98371,9182,0-2106-000,Electrical Engr,Doctor of Philosophy,33.218391,0.5,9,633.34,3301.2,664.37,1328.74,25910.34,Doctoral,14.3,11155,14755.34,1,132.30%,1
89593,9183,0-1205-000,Anthropology,Doctor of Philosophy,39.285714,0.5,9,618.67,3301.2,785.71,1571.43,30642.86,Doctoral,14.3,11155,19487.86,1,174.70%,1
108679,9182,0-2500-000,College of Marine Science,Doctor of Philosophy,22.02988,0.52,10,,,458.22,916.44,17870.64,Doctoral,14.3,11601.2,6269.44,1,54.00%,1
81720,9181,0-2500-000,College of Marine Science,Doctor of Philosophy,22.029999,0.59,9,771.4,7108.38,519.91,1039.82,20276.41,Doctoral,14.3,13162.9,7113.51,1,54.00%,1
102948,9184,0-1211-000,Integrative Biology,Doctor of Philosophy,23.095004,0.6,9,618.67,3301.2,554.28,1108.56,21616.92,Doctoral,14.3,13386,8230.92,1,61.50%,1
85516,9184,0-1211-000,Integrative Biology,Doctor of Philosophy,22.349798,0.62,9,605.92,3296.7,554.27,1108.55,21616.72,Doctoral,14.3,13832.2,7784.52,1,56.30%,1
96598,9184,0-1211-000,Integrative Biology,Doctor of Philosophy,22.349798,0.62,9,809.65,7121.88,554.27,1108.55,21616.72,Doctoral,14.3,13832.2,7784.52,1,56.30%,1
46643,9183,0-1205-000,Anthropology,Doctor of Philosophy,15.306122,0.63,2,201.26,733.6,385.71,771.43,15042.86,Doctoral,14.3,14055.3,987.56,1,7.00%,1
92302,9183,0-1205-000,Anthropology,Doctor of Philosophy,19.846939,0.63,9,,,500.14,1000.29,19505.57,Doctoral,14.3,14055.3,5450.27,1,38.80%,1
99194,9183,0-1205-000,Anthropology,Doctor of Philosophy,19.846939,0.63,9,809.65,7121.88,500.14,1000.29,19505.57,Doctoral,14.3,14055.3,5450.27,1,38.80%,1
98090,9183,0-1255-000,Psychology,Doctor of Philosophy,19.71252,0.65,9,618.67,3301.2,512.53,1025.05,19988.5,Doctoral,14.3,14501.5,5487,1,37.80%,1
96659,9184,0-1211-000,Integrative Biology,Doctor of Philosophy,22.35,0.7,9,,,625.8,1251.6,24406.2,Doctoral,14.3,15617,8789.2,1,56.30%,1
84701,9183,0-1223-000,English,Doctor of Philosophy,19.541879,0.72,9,1237.34,6602.4,562.81,1125.61,21949.44,Doctoral,14.3,16063.2,5886.24,1,36.60%,1
